BettiCurve_0,BettiCurve_1
7,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
8,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
5,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
5,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
1,0
3,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
5,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
5,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
5,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
6,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
6,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
5,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
5,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
5,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
5,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
5,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
6,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
8,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
8,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
8,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
8,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
8,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
8,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
8,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
8,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
8,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
8,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,2
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,3
2,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,4
3,2
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,5
4,3
2,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,6
5,4
2,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,7
6,5
2,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,8
7,5
2,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,9
8,5
2,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,9
8,5
2,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,8
7,5
2,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,6
6,4
2,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,5
5,3
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,4
3,2
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,3
2,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,2
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,3
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,4
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,5
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,6
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,6
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,6
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,6
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,5
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,4
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,3
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,2
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,1
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,2
2,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,3
3,2
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,5
3,2
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,6
3,2
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,6
3,2
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,6
3,2
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,6
3,2
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,5
3,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,5
2,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,5
3,2
2,2
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,6
4,3
3,3
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,6
5,5
4,3
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,7
6,6
5,3
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,8
7,7
6,3
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,9
8,8
6,3
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,9
9,9
6,3
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,9
9,8
6,3
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,9
9,7
5,2
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,9
9,6
4,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,9
8,5
3,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,9
7,4
2,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,9
6,3
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,8
5,2
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,7
4,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,6
3,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,4
2,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,3
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,2
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,2
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,3
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,5
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,6
2,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,7
3,2
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,8
4,3
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,9
5,4
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,9
6,5
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,9
7,5
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,9
8,5
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,9
8,5
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,8
7,5
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,7
6,4
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,5
5,3
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,4
4,2
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,3
2,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,2
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,3
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,4
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,5
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,6
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,6
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,6
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,6
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,5
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,4
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,3
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,2
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,2
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,3
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,4
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,5
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,6
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,6
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,5
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,3
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,2
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,2
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,3
2,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,4
3,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,5
3,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,6
3,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,7
3,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,8
3,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,9
3,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,9
3,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,9
2,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,8
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,6
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,5
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,4
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,3
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,3
1,1
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,4
2,2
2,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,4
4,4
2,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,6
5,5
2,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,7
6,5
2,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,8
6,5
2,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,9
6,5
2,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,7
6,5
2,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,6
5,4
2,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,5
3,3
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,4
2,2
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,4
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,4
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,5
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,6
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,8
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,9
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,9
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,9
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,9
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,9
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,9
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,9
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,8
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,6
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,5
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,4
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,3
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,2
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9,0
0,0
0,0
0,0
0,0
0,0
0,0
